51.083332,-1.166667
51.083332,-1.166667
42.933300,123.966698
41.799999,120.733330
41.799999,120.733330
43.299999,99.599998
30.538889,34.726665
50.740726,-111.528732
50.753296,-111.461914
50.737015,-111.549347
50.737297,-111.528931
50.723866,-111.564636
50.740471,-111.525337
50.786999,-111.601021
51.804600,-112.981903
51.819099,-112.981903
51.542702,-112.818901
51.469898,-112.842300
51.440800,-112.702202
21.183332,80.366669
49.083698,-110.681999
50.742401,-111.511902
50.751526,-111.485008
51.928299,-112.934799
51.906399,-113.028900
51.933334,-113.233330
50.770000,-111.529999
41.566666,-72.633331
-43.966667,-69.516670
39.031395,-108.638550
39.111668,-108.717499
47.637699,-106.569901
34.180000,-96.278053
46.116669,21.049999
36.060280,-107.966393
-37.383331,174.716660
-17.855556,-65.449997
47.695831,-106.227776
47.695831,-106.227776
31.811390,-110.418053
-64.283333,-56.750000
43.540001,99.599998
43.540001,99.599998
23.380833,34.806946
47.799999,-106.099998
-24.299999,-65.266670
-24.299999,-65.266670
41.893101,-106.041000
42.035831,-106.389999
42.035831,-106.389999
42.035831,-106.389999
42.035831,-106.389999
42.035831,-106.389999
42.035831,-106.389999
43.142776,0.948611
38.278610,-108.930832
22.583332,-83.666664
50.624130,-1.381643
50.654499,-1.468000
50.654499,-1.468000
35.679169,-111.027779
35.736668,-111.073608
47.812500,-112.182777
47.812500,-112.182777
48.583332,102.066666
49.023609,8.978333
45.778610,13.588611
39.267223,-111.254166
29.700001,-82.599998
29.700001,-82.599998
40.900002,-104.866669
35.299999,-118.500000
50.783333,-0.683333
51.400002,0.833333
33.561943,-117.712219
39.000000,-101.000000
39.000000,-101.000000
-36.716667,-73.116669
30.049999,-115.733330
-25.500000,-66.000000
-41.349998,-69.466667
-27.750000,140.733337
-17.116667,131.522217
-23.700001,133.883331
-27.750000,140.733337
-27.750000,140.733337
-27.750000,140.733337
-27.750000,140.733337
-26.750000,150.633331
-27.750000,140.733337
51.250000,0.750000
43.025002,-108.379440
51.321945,11.953611
43.025002,-108.379440
44.383331,1.433333
44.383331,1.433333
-28.509443,28.623056
-28.509443,28.623056
42.113537,1.078398
43.583332,6.300000
-39.481979,-70.194786
45.603615,22.845142
46.950001,22.400000
46.950001,22.400000
46.950001,22.400000
46.950001,22.400000
46.950001,22.400000
46.950001,22.400000
40.950001,140.433334
50.742214,-111.565781
50.730000,-111.800003
39.653423,-105.187332
43.483334,-5.266667
43.468056,-5.076468
43.483334,-5.266667
-22.600000,143.000000
43.720554,99.926941
47.591900,84.004700
43.938889,101.331947
45.099998,110.416664
