Species	Status
Delphinornis_arctowskii	extinct
Delphinornis_larseni	extinct
Deltadromeus_agilis	extinct
Deltapodus	extinct
Deltapodus_brodricki	extinct
Deltapodus_curriei	extinct
Deltapodus_ibericus	extinct
Demandasaurus_darwini	extinct
Dendragapus	extinct
Dendragapus_gillii	extinct
Dendragapus_obscurus	extinct
Dendrochen_robusta	extinct
Dendrocopos	extinct
Dendrocopos_pubescens	extinct
Dendrocygna	extinct
Dendrocygna_arborea	extinct
Dendrocygna_autumnalis	extinct
Dendrocygninae	extinct
Dendroolithidae	extinct
Devincenzia	extinct
Devincenzia_gallinali	extinct
Diabloceratops	extinct
Diabloceratops_eatoni	extinct
Diamantinasaurus_matildae	extinct
Diatropornis	extinct
Diatryma	extinct
Diatryma_cotei	extinct
Diatryma_gigantea	extinct
Diatrymiformes	extinct
Dicraeosauridae	extinct
Dicraeosaurus	extinct
Dicraeosaurus_hansemanni	extinct
Dicraeosaurus_sattleri	extinct
Dictyoolithus_hongpoensis	extinct
Dictyoolithus_neixiangensis	extinct
Dilong	extinct
Dilong_paradoxus	extinct
Dilophosauripus	extinct
Dilophosauripus_williamsi	extinct
Dilophosaurus	extinct
Dilophosaurus_sinensis	extinct
Dilophosaurus_wetherilli	extinct
Dinehichnus	extinct
Dinehichnus_socialis	extinct
Dinornis	extinct
Dinornis_giganteus	extinct
Dinornis_struthoides	extinct
Dinornithidae	extinct
Dinornithiformes	extinct
Dinosauria	extinct
Dinosauropodes_bransfordii	extinct
Dinosauropodes_magrawii	extinct
Dinosauropodes_osborni	extinct
Dinosauropodes_wilsoni	extinct
Diogenornis_fragilis	extinct
Diomedea	extinct
Diomedea_milleri	extinct
Diomedea_thyridata	extinct
Diomedeidae	extinct
Diomedeoides	extinct
Diomedeoides_lipsiensis	extinct
Diplodocidae	extinct
Diplodocimorpha	extinct
Diplodocinae	extinct
Diplodocoidea	extinct
Diplodocus	extinct
Diplodocus_carnegii	extinct
Diplodocus_hallorum	extinct
Diplodocus_longus	extinct
Dispersituberoolithus_exilis	extinct
Divisulcus_demerei	extinct
Dongbeititan_dongi	extinct
Dongyangopelta_yangyanensis	extinct
Dongyangosaurus_sinensis	extinct
Dorypaltus	extinct
Dorypaltus_prophatus	extinct
Draconyx_loureiroi	extinct
Dracopelta_zbyszewskii	extinct
Dracoraptor_hanigani	extinct
Dracovenator_regenti	extinct
Dreadnoughtus_schrani	extinct
Drepanidini	extinct
Drinker	extinct
Drinker_nisti	extinct
Dromaeopodus	extinct
Dromaeopodus_shandongensis	extinct
Dromaeosauridae	extinct
Dromaeosaurinae	extinct
Dromaeosauripus_jinjuensis	extinct
Dromaeosauroides_bornholmensis	extinct
Dromaeosaurus	extinct
Dromaeosaurus_albertensis	extinct
Dromaius	extinct
Dromaius_novaehollandiae	extinct
Dromaius_ocypus	extinct
Dromornis_stirtoni	extinct
Dromornithidae	extinct
Drusilasaura_deseadensis	extinct
Dryocopus	extinct
Dryomorpha	extinct
Dryornis_pampeanus	extinct
Dryosauridae	extinct
Dryosaurus	extinct
Dryosaurus_altus	extinct
Dryptosauridae	extinct
Dryptosaurus	extinct
Dryptosaurus_aquilunguis	extinct
Dubreuillosaurus_valesdunensis	extinct
Dumetella_carolinensis	extinct
Dunhuangia_cuii	extinct
Dunstanetta_johnstoneorum	extinct
Duntroonornis_parvus	extinct
Duriatitan_humerocristatus	extinct
Duriavenator_hesperis	extinct
Dyoplosaurus_acutosquameus	extinct
Dysalotosaurus_lettowvorbecki	extinct
Dyslocosaurus_polyonychius	extinct
Dysmoropelia_dekarchiskos	extinct
Dystrophaeus_viaemalae	extinct
Echinodon	extinct
Echinodon_becklesii	extinct
Ectopistes_migratorius	extinct
Edmontonia	extinct
Edmontonia_longiceps	extinct
Edmontonia_rugosidens	extinct
Edmontosaurus	extinct
Edmontosaurus_annectens	extinct
Edmontosaurus_regalis	extinct
Edmontosaurus_saskatchewanensis	extinct
Efraasia_minor	extinct
Egretta	extinct
Egretta_subfluvia	extinct
Einiosaurus_procurvicornis	extinct
Ekrixinatosaurus_novasi	extinct
Elaltitan_lilloi	extinct
Elaphrosaurus	extinct
Elaphrosaurus_bambergi	extinct
Elbretornis	extinct
Elbretornis_bonapartei	extinct
Eleutherornis_helveticus	extinct
Ellipsoolithus_khedaensis	extinct
Elmisaurus_rarus	extinct
Elongatoolithidae	extinct
Elongatoolithus	extinct
Elongatoolithus_andrewsi	extinct
Elongatoolithus_elongatus	extinct
Elongatoolithus_magnus	extinct
Elopteryx_nopcsai	extinct
Elrhazosaurus_nigeriensis	extinct
Elsornis_keni	extinct
Emausaurus_ernsti	extinct
Emberizidae	extinct
Emeidae	extinct
Emeus_crassus	extinct
Empheresula	extinct
Empheresula_arvernensis	extinct
Emuarius_gidju	extinct
Enaliornis_barretti	extinct
Enaliornis_sedgwicki	extinct
Enantiophoenix_electrophyla	extinct
Enantiornis	extinct
Enantiornis_leali	extinct
Enantiornithes	extinct
Eoabelisaurus_mefi	extinct
Eoalulavis_hoyasi	extinct
Eobucco	extinct
Eobucco_brodkorbi	extinct
Eocarcharia_dinops	extinct
Eocathartes_robustus	extinct
Eocathayornis_walkeri	extinct
Eoceornis_ardetta	extinct
Eoconfuciusornis_zhengi	extinct
Eocoracias_brachyptera	extinct
Eocrex_primus	extinct
Eocuculus_cherpinae	extinct
Eocursor_parvus	extinct
Eocypselus_vincenti	extinct
Eodromaeus_murphi	extinct
Eoenantiornis_buhleri	extinct
Eoglaucidium	extinct
Eogruidae	extinct
Eogrus	extinct
Eolambia_caroljonesa	extinct
Eomamenchisaurus_yuanmouensis	extinct
Eoneornis_australis	extinct
Eonessa_anaticula	extinct
Eopengornis_martini	extinct
Eopuffinus_kazachstanensis	extinct
Eoraptor_lunensis	extinct
Eosauropus	extinct
Eosauropus_cimarronensis	extinct
Eosinopteryx_brevipenna	extinct
Eostega_lebedinskyi	extinct
Eostrix_martinellii	extinct
Eostrix_tsaganica	extinct
Eotrachodon_orientalis	extinct
Eotriceratops_xerinsularis	extinct
Eotyrannus_lengi	extinct
Eousdryosaurus	extinct
Epachthosaurus	extinct
Epachthosaurus_sciuttoi	extinct
Ephippiorhynchus	extinct
Ephippiorhynchus_asiaticus	extinct
Epichirostenotes_curriei	extinct
Epidendrosaurus_ningchengensis	extinct
Epidexipteryx_hui	extinct
Equijubus_normani	extinct
Erectopus_sauvagei	extinct
Erectopus_superbus	extinct
Eremochen_russelli	extinct
Eremopezus_eocaenus	extinct
Eremophila_alpestris	extinct
Eretiscus_tonnii	extinct
Ereunetes	extinct
Ereunetes_rayi	extinct
Ergilornithidae	extinct
Erketu	extinct
Erketu_ellisoni	extinct
Erliansaurus_bellamanus	extinct
Erlikosaurus_andrewsi	extinct
Erolia	extinct
Erolia_minutilla	extinct
Erolia_penepusilla	extinct
Eshanosaurus_deguchiianus	extinct
Eubrontes_(Brontozoum)_approximatus	extinct
Eubrontes_cursorius	extinct
Eubrontes_fieldi	extinct
Eubrontes_giganteus	extinct
Eubrontes_glenrosensis	extinct
Eubrontes_lyellii	extinct
Eubrontes_monax	extinct
Eubrontes_pareschequier	extinct
Eubrontes_platypus	extinct
Eubrontes_sillimani	extinct
Eubrontes_tuberatus	extinct
Eubrontes_veillonensis	extinct
Eubrontes_xiyangensis	extinct
Eubrontes_zigongensis	extinct
Eucnemesaurus_entaxonis	extinct
Eucnemesaurus_fortis	extinct
Eudocimus	extinct
Eudocimus_leiseyi	extinct
Eudocimus_peruvianus	extinct
Eudromia	extinct
Eudyptes	extinct
Eudyptes_pachyrhynchus	extinct
Eudyptula_minor	extinct
Euenantiornithes	extinct
Euhadrosauria	extinct
Euhelopodidae	extinct
Euhelopus	extinct
Euhelopus_zdanskyi	extinct
Euoplocephalus	extinct
Euoplocephalus_tutus	extinct
Euornithopoda	extinct
Euphagus	extinct
Eurofluvioviridavis_robustipes	extinct
Europasaurus_holgeri	extinct
Europelta_carbonensis	extinct
Eurotrochilus	extinct
Eurotrochilus_inexpectatus	extinct
Euryapteryx	extinct
Euryapteryx_geranoides	extinct
Eusauropoda	extinct
Eustreptospondylus_oxoniensis	extinct
Eutelornis_patagonicus	extinct
Eutreptodactylus_itaboraiensis	extinct
Eutynichnium	extinct
Evazoum	extinct
Evazoum_sirigui	extinct
Evgenavis_nobilis	extinct
Explorornis_nessovi	extinct
Explorornis_walkeri	extinct
Fabrosauridae	extinct
Falcarius	extinct
Falcarius_utahensis	extinct
Falco	extinct
Falco_cenchroides	extinct
Falco_falconella	extinct
Falco_mexicanus	extinct
Falco_novaeseelandiae	extinct
Falco_oregonus	extinct
Falco_pisanus	extinct
Falco_readi	extinct
Falco_sparverius	extinct
Falconidae	extinct
Falconiformes	extinct
Faveoloolithidae	extinct
Faveoloolithus	extinct
Faveoloolithus_ningxiaensis	extinct
Feitianius_paradisi	extinct
Fenestrosaurus_philoceratops	extinct
Ferganasaurus_verzilini	extinct
Ferganocephale_adenticulatum	extinct
Fissuravis_weigelti	extinct
Flagellicaudata	extinct
Flexomornis_howei	extinct
Fluviatilavis_antunesi	extinct
Fluvioviridavis	extinct
Fluvioviridavis_platyrhamphus	extinct
Foetopterus_ambiguus	extinct
Fortunguavis_xiaotaizicus	extinct
Fosterovenator_churei	extinct
Foudia	extinct
Francolinus	extinct
Fratercula	extinct
Fratercula_arctica	extinct
Fratercula_cirrhata	extinct
Fratercula_corniculata	extinct
Fratercula_dowi	extinct
Fraterculini	extinct
Fregata_ariel	extinct
Fregata_minor	extinct
Fringillidae	extinct
Fruitadens_haagarorum	extinct
Fukuiraptor_kitadaniensis	extinct
Fukuisaurus_tetoriensis	extinct
Fukuititan_nipponensis	extinct
Fulica	extinct
Fulica_americana	extinct
Fulica_infelix	extinct
Fulica_minor	extinct
Fulica_podagrica	extinct
Fulica_prisca	extinct
Fulmarinae	extinct
Fulmarus	extinct
Fulmarus_glacialis	extinct
Fulmarus_hammeri	extinct
Fulmarus_miocaenus	extinct
Fumicollis_hoffmani	extinct
Fuscinapedis_woodbinensis	extinct
Fusuisaurus_zhaoi	extinct
Futalognkosaurus_dukei	extinct
Galeamopus	extinct
Galeamopus_hayi	extinct
Galliformes	extinct
Gallimimus	extinct
Gallimimus_bullatus	extinct
Gallinago	extinct
Gallinago_azovica	extinct
Gallinago_gallinago	extinct
Gallinula	extinct
Gallinula_brodkorbi	extinct
Gallinula_chloropus	extinct
Gallinula_mortierii	extinct
Gallinuloides	extinct
Gallirallus	extinct
Gallirallus_australis	extinct
Galloanserae	extinct
Gallornis_straeleni	extinct
Gallus	extinct
Gallus_gallus	extinct
Galvesaurus_herreroi	extinct
Gannansaurus_sinensis	extinct
Gansugyps_linxiaensis	extinct
Gansus_yumenensis	extinct
Ganzhousaurus_nankangensis	extinct
Gargantuavis_philoinos	extinct
Gargoyleosaurus_parkpinorum	extinct
Garudimimus_brevipes	extinct
Gasosaurus_constructus	extinct
Gasparinisaura_cincosaltensis	extinct
Gastonia_burgei	extinct
Gastornis	extinct
Gastornis_parisiensis	extinct
Gastornis_russelli	extinct
Gavia	extinct
Gavia_arctica	extinct
Gavia_brodkorbi	extinct
Gavia_concinna	extinct
Gavia_egeriana	extinct
Gavia_fortis	extinct
Gavia_howardae	extinct
Gavia_immer	extinct
Gaviidae	extinct
Gaviiformes	extinct
Geminiraptor_suarezarum	extinct
Genusaurus_sisteronis	extinct
Genyodectes_serus	extinct
Genyornis	extinct
Geochen_rhuax	extinct
Geranoaetus	extinct
Geranoaetus_contortus	extinct
Geranoides_jepseni	extinct
Geranoididae	extinct
Geranopterus_alatus	extinct
Geranopterus_milneedwardsi	extinct
Geronogyps_reliquus	extinct
Gideonmantellia_amosanjuanae	extinct
Gigandipus_caudatus	extinct
Gigandipus_hei	extinct
Giganotosaurus	extinct
Giganotosaurus_carolinii	extinct
Gigantoraptor_erlianensis	extinct
Gigantornis	extinct
Gigantornis_eaglesomei	extinct
Gigantspinosaurus_sichuanensis	extinct
Gilmoreosaurus_mongoliensis	extinct
Giraffatitan_brancai	extinct
Glacialisaurus_hammeri	extinct
Glaucidium	extinct
Glaucidium_dickinsoni	extinct
Glaucidium_explorator	extinct
Glaucionetta	extinct
Glossopsitta_concinna	extinct
Glyptodontopelta_mimus	extinct
Gobiceratops_minutus	extinct
Gobipipus_reshetovi	extinct
Gobipteryx	extinct
Gobipteryx_minuta	extinct
Gobisaurus_domoculus	extinct
Gobititan_shenzhouensis	extinct
Gobivenator_mongoliensis	extinct
Gojirasaurus_quayi	extinct
Goliathia_andrewsi	extinct
Gondwanatitan	extinct
Gondwanatitan_faustoi	extinct
Gongbusaurus_wucaiwanensis	extinct
Gongpoquansaurus_mazongshanensis	extinct
Gongxianosaurus_shibeiensis	extinct
Gorgosaurus	extinct
Gorgosaurus_libratus	extinct
Goyocephale_lattimorei	extinct
Grabauornis_lingyuanensis	extinct
Graciliceratops_mongoliensis	extinct
Graciliraptor_lujiatunensis	extinct
Gracilitarsus_mirabilis	extinct
Gracilornis_jiufotangensis	extinct
Graculavidae	extinct
Graculavus	extinct
Graculavus_velox	extinct
Gradiornis_walbeckensis	extinct
Grallator_(Anchisauripus)_hitchcocki	extinct
Grallator_(Anchisauripus)_minusculus	extinct
Grallator_(Eubrontes)	extinct
Grallator_(Eubrontes)_divaricatus	extinct
Grallator_(Grallator)_zvierzi	extinct
Grallator_angustidigitus	extinct
Grallator_crassidigitus	extinct
Grallator_cuneatus	extinct
Grallator_damanei	extinct
Grallator_deambulator	extinct
Grallator_digitigradus	extinct
Grallator_emeiensis	extinct
Grallator_formosus	extinct
Grallator_gracilis	extinct
Grallator_graciosus	extinct
Grallator_lacunensis	extinct
Grallator_lambereshei	extinct
Grallator_leribeensis	extinct
Grallator_lescurei	extinct
Grallator_limosus	extinct
Grallator_magnificus	extinct
Grallator_matsiengensis	extinct
Grallator_maximus	extinct
Grallator_microiscus	extinct
Grallator_mokanametsongensis	extinct
Grallator_morijensis	extinct
Grallator_moshoeshoei	extinct
Grallator_olonensis	extinct
Grallator_palustris	extinct
Grallator_princeps	extinct
Grallator_rapidus	extinct
Grallator_rectilineus	extinct
Grallator_sauclierensis	extinct
Grallator_socialis	extinct
Grallator_ssatoi	extinct
Grallator_sulcatus	extinct
Grallator_tenuis	extinct
Grallator_variabilis	extinct
Grallator_yemiaoxiensis	extinct
Grallatoridae	extinct
Grallistrix_auceps	extinct
Grallistrix_erdmani	extinct
Grallistrix_geleches	extinct
Grallistrix_orion	extinct
Gravisauria	extinct
Gravitholus_albertae	extinct
Gregaripus	extinct
Gruidae	extinct
Gruiformes	extinct
Grus	extinct
Grus_americana	extinct
Grus_antigone	extinct
Grus_canadensis	extinct
Grus_grus	extinct
Grus_marshi	extinct
Grus_nannodes	extinct
Grus_pratensis	extinct
Gryphoceratops_morrisoni	extinct
Gryposaurus	extinct
Gryposaurus_latidens	extinct
Gryposaurus_monumentensis	extinct
Gryposaurus_notabilis	extinct
Guaibasauridae	extinct
Guaibasaurus	extinct
Guaibasaurus_candelariensis	extinct
Guanlong_wucaii	extinct
Gurilynia_nessovi	extinct
Gygis_alba	extinct
Gymnogyps	extinct
Gymnogyps_californianus	extinct
Gymnogyps_howardae	extinct
Gymnogyps_kofordi	extinct
Gypaetinae	extinct
Gypaetus_barbatus	extinct
Gypsichnites	extinct
Gypsichnites_pacensis	extinct
Hadrogyps_aigialeus	extinct
Hadrosauria	extinct
Hadrosaurichnus	extinct
Hadrosaurichnus_australis	extinct
Hadrosaurichnus_titicacaensis	extinct
Hadrosauridae	extinct
Hadrosaurinae	extinct
Hadrosauroidea	extinct
Hadrosauropodus	extinct
Hadrosauropodus_langstoni	extinct
Hadrosauropodus_nanxiongensis	extinct
Hadrosaurus	extinct
Hadrosaurus_foulkii	extinct
Haematopus	extinct
Haematopus_finschi	extinct
Haematopus_ostralegus	extinct
Haematopus_palliatus	extinct
Haematopus_unicolor	extinct
Haestasaurus_becklesii	extinct
Hagryphus_giganteus	extinct
Hakawai_melvillei	extinct
Halcyornithidae	extinct
Haliaeetus	extinct
Haliaeetus_albicilla	extinct
Haliaeetus_leucocephalus	extinct
Halimornis_thompsoni	extinct
Hanssuesia_sternbergi	extinct
Haplocanthosaurus	extinct
Haplocanthosaurus_delfsi	extinct
Haplocanthosaurus_priscus	extinct
Haplocheirus_sollers	extinct
Harpagornis	extinct
Harpagornis_moorei	extinct
Harpedactylus	extinct
Harpedactylus_crassus	extinct
Harpedactylus_gracilior	extinct
Harpedactylus_tenuissimus	extinct
Harpymimus_okladnikovi	extinct
Haya_griva	extinct
Heliadornis_ashbyi	extinct
Helioceratops_brachygnathus	extinct
Helonetta_brodkorbi	extinct
Hemiphaga	extinct
Hemiphaga_novaeseelandiae	extinct
Herrerasauridae	extinct
Herrerasaurus	extinct
Herrerasaurus_ischigualastensis	extinct
Hesperonychus_elizabethae	extinct
Hesperornis	extinct
Hesperornis_crassipes	extinct
Hesperornis_gracilis	extinct
Hesperornis_montana	extinct
Hesperornis_regalis	extinct
Hesperornis_rossicus	extinct
Hesperornithidae	extinct
Hesperornithiformes	extinct
Hesperosaurus_mjosi	extinct
Heterodontosauridae	extinct
Heterodontosaurus	extinct
Heterodontosaurus_tucki	extinct
Heterostrix_tatsinensis	extinct
Hexing_qingyi	extinct
Hexinlusaurus_multidens	extinct
Heyuannia_huangi	extinct
Himantopus	extinct
Hippodraco_scutodens	extinct
Hirundinidae	extinct
Hirundo	extinct
Hispanosauropus	extinct
Hispanosauropus_hauboldi	extinct
Histriasaurus_boscarollii	extinct
Hoazinoides_magdalenae	extinct
Hokkaidornis_abashiriensis	extinct
Holbotia_ponomarenkoi	extinct
Hollanda_luceria	extinct
Homalocephale_calathocercos	extinct
Hongshanornis_longicresta	extinct
Hopiichnus_shingi	extinct
Hoplitosaurus	extinct
Hoplitosaurus_marshi	extinct
Horezmavis_eocretacea	extinct
Huabeisaurus_allocotus	extinct
Hualianceratops_wucaiwanensis	extinct
Huanansaurus_ganzhouensis	extinct
Huanghetitan_liujiaxiaensis	extinct
Huangshanlong_anhuiensis	extinct
Huaxiagnathus_orientalis	extinct
Huaxiaosaurus_aigahtens	extinct
Huayangosaurus_taibaii	extinct
Hudiesaurus_sinojapanorum	extinct
Huehuecanauhtlus_tiquichensis	extinct
Hulsanpes_perlei	extinct
Hunanpus_jiuquwanensis	extinct
Hungarosaurus	extinct
Hungarosaurus_tormai	extinct
Huoshanornis_huji	extinct
Hwangsanipes_choughi	extinct
Hydrobatidae	extinct
Hydrochelidon	extinct
Hylaeosaurus	extinct
Hylaeosaurus_armatus	extinct
Hylocichla	extinct
Hymenolaimus_malacorhynchos	extinct
Hypacrosaurus	extinct
Hypacrosaurus_altispinus	extinct
Hypacrosaurus_stebingeri	extinct
Hypselosaurus	extinct
Hypselospinus_fittoni	extinct
Hypsiloichnus_marylandicus	extinct
Hypsilophodon	extinct
Hypsilophodon_foxii	extinct
Hypsilophodontidae	extinct
Iaceornis_marshi	extinct
Iberomesornis	extinct
Iberomesornis_romerali	extinct
Icadyptes_salasi	extinct
Ichthyornis	extinct
Ichthyornis_dispar	extinct
Ichthyornis_maltshevskyi	extinct
Ichthyornis_minusculus	extinct
Ichthyornithiformes	extinct
Ichthyovenator_laosensis	extinct
Icterinae	extinct
Icterus	extinct
Idiornis_gaillardi	extinct
Ignavusaurus_rachelis	extinct
Ignotornis_mcconnelli	extinct
Ignotornis_yangi	extinct
Iguanacolossus_fortis	extinct
Iguanodon	extinct
Iguanodon_bernissartensis	extinct
Iguanodon_galvensis	extinct
Iguanodon_major	extinct
Iguanodon_mantelli	extinct
Iguanodontia	extinct
Iguanodontidae	extinct
Iguanodontipus	extinct
Iguanodontoidea	extinct
Ilbandornis	extinct
Ilerdopteryx_viai	extinct
Ilokelesia_aguadagrandensis	extinct
Incisivosaurus	extinct
Incisivosaurus_gauthieri	extinct
Incolornis_martini	extinct
Incolornis_silvae	extinct
Indosaurus_matleyi	extinct
Indosuchus_raptorius	extinct
Ingenia	extinct
Inguza_predemersus	extinct
Inkayacu_paracasensis	extinct
Intiornis_inexpectatus	extinct
Iranosauripus_zerabensis	extinct
Irenesauripus	extinct
Irenesauripus_acutus	extinct
Irenesauripus_mclearni	extinct
Irenesauripus_occidentalis	extinct
Irenichnites	extinct
Irenichnites_gracilis	extinct
Irritator_challengeri	extinct
Isanosaurus_attavipachi	extinct
Ischioceratops_zhuchengensis	extinct
Isisaurus	extinct
Isisaurus_colberti	extinct
Itaboravis_elaphrocnemoides	extinct
Itemirus_medullaris	extinct
Iteravis	extinct
Itsukisauropus_izumiensis	extinct
Ixobrychus_exilis	extinct
Jabiru_mycteria	extinct
Jacana	extinct
Jacana_farrandi	extinct
Jacana_spinosa	extinct
Jainosaurus_septentrionalis	extinct
Jaklapallisaurus_asymmetrica	extinct
Janenschia_robusta	extinct
Janipes_nymphaeobates	extinct
Jaxartosaurus	extinct
Jaxartosaurus_aralensis	extinct
Jeholornis	extinct
Jeholornis_curvipes	extinct
Jeholornis_palmapenis	extinct
Jeholornis_prima	extinct
Jeholosaurus_shangyuanensis	extinct
Jeyawati_rugoculus	extinct
Jialingpus_yuechiensis	extinct
Jianchangornis_microdonta	extinct
Jianchangosaurus_yixianensis	extinct
Jiangjunosaurus_junggarensis	extinct
Jiangshanosaurus_lixianensis	extinct
Jiangxisaurus_ganzhouensis	extinct
Jiayinosauropus_johnsoni	extinct
Jibeinia_luanhera	extinct
Jiliniornis_huadianensis	extinct
Jindongornipes_kimi	extinct
Jinfengopteryx_elegans	extinct
Jingshanosaurus_xinwaensis	extinct
Jinlijingpus_nianpanshanensis	extinct
Jintasaurus_meniscus	extinct
Jinzhouornis_yixianensis	extinct
Jinzhouornis_zhangjiyingia	extinct
Jinzhousaurus_yangi	extinct
Jiuquanornis_niui	extinct
Jixiangornis_orientalis	extinct
Jobaria_tiguidensis	extinct
Judiceratops_tigris	extinct
Judinornis_nogontsavensis	extinct
Juehuaornis_zhangi	extinct
Juncitarsus_gracillimus	extinct
Junco	extinct
Junco_hyemalis	extinct
Jungornithidae	extinct
Juratyrant_langhami	extinct
Juravenator_starki	extinct
Kaatedocus_siberi	extinct
Kaiika_maxwelli	extinct
Kainomoyenisauropus_ranivorus	extinct
Kairuku	extinct
Kairuku_grebneffi	extinct
Kairuku_waitaki	extinct
Kalohipus_bretunensis	extinct
Kangnasaurus_coetzeei	extinct
Karongasaurus_gittelmani	extinct
Katepensaurus_goicoecheai	extinct
Kayentapus	extinct
Kayentapus_hailiutuensis	extinct
Kayentapus_hopii	extinct
Kayentapus_minor	extinct
Kayentapus_nananensis	extinct
Kayentapus_otariensis	extinct
Kayentapus_soltykovensis	extinct
Kayentapus_xiaohebaensis	extinct
Kayentavenator_elysiae	extinct
Kelenken_guillermoi	extinct
Kelmayisaurus_petrolicus	extinct
Kentrosaurus	extinct
Kentrosaurus_aethiopicus	extinct
Kerberosaurus_manakini	extinct
Khaan_mckennai	extinct
Khetranisaurus_barkhani	extinct
Kileskus	extinct
Kileskus_aristotocus	extinct
Kinnareemimus_khonkaenensis	extinct
Kizylkumavis_cretacea	extinct
Klamelisaurus_gobiensis	extinct
Kol_ghuva	extinct
Komlosaurus_carbonis	extinct
Koreaceratops_hwaseongensis	extinct
Koreanaornis	extinct
Koreanaornis_hamanensis	extinct
Koreanornis_sinensis	extinct
Koreanosaurus_boseongensis	extinct
Korora_oliveri	extinct
Koshisaurus_katsuyama	extinct
Kosmoceratops	extinct
Kosmoceratops_richardsoni	extinct
Kotasaurus_yamanpalliensis	extinct
Kritosaurini	extinct
Kritosaurus	extinct
Kritosaurus_navajovius	extinct
Kryptops_palaios	extinct
Kuiornis_indicator	extinct
Kulindadromeus_zabaikalicus	extinct
Kundurosaurus_nagornyi	extinct
Kuntur_cardenasi	extinct
Kuszholia	extinct
Kuszholia_mengi	extinct
Kuwajimasauropus	extinct
Labocania_anomala	extinct
Laevisoolithidae	extinct
Laevisoolithus_sochavai	extinct
Laevisuchus_indicus	extinct
Lagopterus_minutus	extinct
Lagunculapes_latus	extinct
Lamaceratops_tereschenkoi	extinct
Lamarqueavis_australis	extinct
Lamarqueavis_minima	extinct
Lamarqueavis_petra	extinct
Lambeosaurinae	extinct
Lambeosaurini	extinct
Lambeosaurus	extinct
Lambeosaurus_clavinitialis	extinct
Lambeosaurus_lambei	extinct
Lambeosaurus_magnicristatus	extinct
Lametasaurus_indicus	extinct
Lamplughsaura_dharmaramensis	extinct
Lanzhousaurus_magnidens	extinct
Laornis_edvardsianus	extinct
Lapampasaurus_cholinoi	extinct
Laplatasaurus	extinct
Laplatasaurus_araukanicus	extinct
Lapparentosaurus_madagascariensis	extinct
Laquintasaura_venezuelae	extinct
Largirostrornis	extinct
Laridae	extinct
Larus	extinct
Larus_argentatus	extinct
Larus_atricilla	extinct
Larus_californicus	extinct
Larus_delawarensis	extinct
Larus_dominicanus	extinct
Larus_elmorei	extinct
Larus_lacus	extinct
Larus_minutus	extinct
Larus_novaehollandiae	extinct
Larus_oregonus	extinct
Larus_perpetuus	extinct
Larus_pristinus	extinct
Larus_robustus	extinct
Laterallus	extinct
Laterallus_guti	extinct
Latipons	extinct
Latipons_gardneri	extinct
Latirhinus_uitstlani	extinct
Lavocatavis_africana	extinct
Leaellynasaura_amicagraphica	extinct
Lectavis_bretincola	extinct
Leinkupal_laticauda	extinct
Leonerasaurus_taquetrensis	extinct
Leptoceratops	extinct
Leptoceratops_gracilis	extinct
Leptoceratopsidae	extinct
Leptopterus	extinct
Leptoptilos	extinct
Leptoptilos_dubius	extinct
Leptoptilos_falconeri	extinct
Leptoptilos_patagonicus	extinct
Leptoptilos_robustus	extinct
Leptoptilos_titan	extinct
Leptorhynchos	extinct
Leptorhynchos_elegans	extinct
Leptorhynchos_gaddisi	extinct
Leshansaurus_qianweiensis	extinct
Lesothosaurus	extinct
Lesothosaurus_diagnosticus	extinct
Lessemsaurus_sauropoides	extinct
Leucocarbo	extinct
Leucocarbo_carunculatus	extinct
Levnesovia_transoxiana	extinct
Leyesaurus_marayensis	extinct
Liaoceratops_yanzigouensis	extinct
Liaoningornis_longidigitris	extinct
Liaoningosaurus_paradoxus	extinct
Ligabueichnium_bolivianum	extinct
Ligabueino_andesi	extinct
Ligabuesaurus_leanzai	extinct
Liliensternus	extinct
Liliensternus_liliensterni	extinct
Limayichnus_major	extinct
Limaysaurus_tessonei	extinct
Limenavis_patagonica	extinct
Limicolavis_pluvianella	extinct
Limnodromus	extinct
Limnodromus_scolopaceus	extinct
Limnofregata_azygosternon	extinct
Limosa	extinct
Limosa_vanrossemi	extinct
Limusaurus_inextricabilis	extinct
Linhenykus_monodactylus	extinct
Linheraptor_exquisitus	extinct
Linhevenator_tani	extinct
Linyiornis_amoena	extinct
Liptornis_hesternus	extinct
Lirainosaurus_astibiae	extinct
Lithoptila_abdounensis	extinct
Lithornis	extinct
Lithornis_celetius	extinct
Lithornis_plebius	extinct
Lithornis_promiscuus	extinct
Lithornis_vulturinus	extinct
Lithornithidae	extinct
Lithostrotia	extinct
Litoripes_medius	extinct
Liubangosaurus_hei	extinct
Lohuecotitan_pandafilandi	extinct
Lonchodytes_estesi	extinct
Longchengornis_sanyanensis	extinct
Longicrusavis_houi	extinct
Longipteryx	extinct
Longipteryx_chaoyangensis	extinct
Longirostravis_hani	extinct
Longusunguis_kurochkini	extinct
Lophodytes_cucullatus	extinct
Lophorhothon_atopus	extinct
Lophortyx	extinct
Lophortyx_shotwelli	extinct
Lophostropheus_airelensis	extinct
Loricatosaurus_priscus	extinct
Losillasaurus_giganteus	extinct
Lourinhanosaurus_antunesi	extinct
Lourinhasaurus_alenquerensis	extinct
Loxia	extinct
Loxia_curvirostra	extinct
Luanchuanraptor_henanensis	extinct
