Species	Status
Lufengopus	extinct
Lufengosaurus	extinct
Lufengosaurus_changduensis	extinct
Lufengosaurus_huenei	extinct
Luoyanggia_liudianensis	extinct
Lurdusaurus_arenatus	extinct
Lusotitan_atalaiensis	extinct
Lutetodontopteryx_tethyensis	extinct
Lycorhinus	extinct
Lycorhinus_angustidens	extinct
Lythronax_argestes	extinct
Machairasaurus_leptonychus	extinct
Machairoceratops_cronusi	extinct
Macrodontopteryx_oweni	extinct
Macroelongatoolithus_carlylei	extinct
Macroelongatoolithus_xixiaensis	extinct
Macrogryphosaurus_gondwanicus	extinct
Macronaria	extinct
Macroolithus	extinct
Macroolithus_rugustus	extinct
Macroolithus_turolensis	extinct
Macroolithus_yaotunensis	extinct
Macropodosaurus	extinct
Macropodosaurus_gravis	extinct
Madrynornis_mirandus	extinct
Mafatrisauropus_errans	extinct
Magnapaulia_laticaudus	extinct
Magnirostris_dodsoni	extinct
Magnoavipes	extinct
Magnoavipes_caneeri	extinct
Magnoavipes_lowei	extinct
Magnosaurus_nethercombensis	extinct
Magyarosaurus	extinct
Magyarosaurus_dacus	extinct
Mahakala_omnogovae	extinct
Maiasaura	extinct
Maiasaura_peeblesorum	extinct
Majungasaurus_crenatissimus	extinct
Malarguesaurus_florenciae	extinct
Malawisaurus_dixeyi	extinct
Mamenchisauridae	extinct
Mamenchisaurus	extinct
Mamenchisaurus_anyuensis	extinct
Mamenchisaurus_constructus	extinct
Mamenchisaurus_fuxiensis	extinct
Mamenchisaurus_hochuanensis	extinct
Mamenchisaurus_sinocanadorum	extinct
Mamenchisaurus_youngi	extinct
Mancalla	extinct
Mancalla_californiensis	extinct
Mancalla_cedrosensis	extinct
Mancalla_diegense	extinct
Mancalla_lucasi	extinct
Mancalla_vergrandis	extinct
Mancallinae	extinct
Mandschurosaurus	extinct
Mandschurosaurus_amurensis	extinct
Manidens_condorensis	extinct
Maniraptora	extinct
Maniraptoriformes	extinct
Mantellisaurus	extinct
Mantellisaurus_atherfieldensis	extinct
Manu_antiquus	extinct
Manuherikia_douglasi	extinct
Manuherikia_lacustrina	extinct
Manuherikia_minuta	extinct
Mapusaurus_roseae	extinct
Marambiornis_exilis	extinct
Marisaurus_jeffi	extinct
Marplesornis_novaezealandiae	extinct
Marshosaurus	extinct
Marshosaurus_bicentesimus	extinct
Martharaptor_greenriverensis	extinct
Martinavis	extinct
Martinavis_cruzyensis	extinct
Martinavis_minor	extinct
Martinavis_saltariensis	extinct
Martinavis_vincei	extinct
Martinavis_whetstonei	extinct
Masiakasaurus_knopfleri	extinct
Masillapodargus_longipes	extinct
Masillastega_rectirostris	extinct
Massospondylus	extinct
Massospondylus_carinatus	extinct
Massospondylus_kaalae	extinct
Matanas_enrighti	extinct
Matuku_otagoense	extinct
Maxakalisaurus_topai	extinct
Medusaceratops_lokii	extinct
Megaceryle_alcyon	extinct
Megadyptes_antipodes	extinct
Megadyptes_waitaha	extinct
Megalapteryx	extinct
Megalodytes	extinct
Megaloolithidae	extinct
Megaloolithus	extinct
Megaloolithus_aureliensis	extinct
Megaloolithus_baghensis	extinct
Megaloolithus_cylindricus	extinct
Megaloolithus_dholiyaensis	extinct
Megaloolithus_dhoridungriensis	extinct
Megaloolithus_jabalpurensis	extinct
Megaloolithus_khempurensis	extinct
Megaloolithus_mamillare	extinct
Megaloolithus_megadermus	extinct
Megaloolithus_microtuberculata	extinct
Megaloolithus_mohabeyi	extinct
Megaloolithus_petralta	extinct
Megaloolithus_problematica	extinct
Megaloolithus_siruguei	extinct
Megaloolithus_walpurensis	extinct
Megalosauria	extinct
Megalosauridae	extinct
Megalosauripus_maximus	extinct
Megalosauripus_uzbekistanicus	extinct
Megalosauroidea	extinct
Megalosauropus	extinct
Megalosauropus_brionensis	extinct
Megalosauropus_broomensis	extinct
Megalosauropus_teutonicus	extinct
Megalosauropus_titanopelobatidus	extinct
Megalosaurus	extinct
Megalosaurus_bucklandii	extinct
Megalosaurus_dapukaensis	extinct
Megalosaurus_tibetensis	extinct
Megapaloelodus	extinct
Megapaloelodus_connectens	extinct
Megapaloelodus_opsigonus	extinct
Megaraptor_namunhuaiquii	extinct
Megaraptora	extinct
Mei_long	extinct
Melanerpes	extinct
Melanerpes_carolinus	extinct
Melanerpes_erythrocephalus	extinct
Melanitta	extinct
Melanitta_ceruttii	extinct
Melanitta_fusca	extinct
Melanitta_nigra	extinct
Melanitta_perspicillata	extinct
Melanorosauridae	extinct
Melanorosaurus	extinct
Melanorosaurus_readi	extinct
Meleagris	extinct
Meleagris_gallopavo	extinct
Meleagris_richmondi	extinct
Meleagris_tridens	extinct
Melospiza	extinct
Melospiza_melodia	extinct
Mendozasaurus_neguyelap	extinct
Menglongipus_sinensis	extinct
Menura_tyawanoides	extinct
Mercuriceratops_gemini	extinct
Mergini	extinct
Mergus	extinct
Mergus_australis	extinct
Mergus_merganser	extinct
Mergus_serrator	extinct
Meroktenos_thabanensis	extinct
Mesembriornis_milneedwardsi	extinct
Mesetaornis	extinct
Mesetaornis_polaris	extinct
Messelastur_gratulator	extinct
Messelirrisor_grandis	extinct
Metriacanthosauridae	extinct
Metriacanthosaurus_parkeri	extinct
Micrathene	extinct
Microceratus	extinct
Microdontosaurus_dayensis	extinct
Micropachycephalosaurus_hongtuyanensis	extinct
Micropalama	extinct
Micropalama_chapmani	extinct
Microraptor	extinct
Microraptor_gui	extinct
Microraptor_hanqingi	extinct
Microraptor_zhaoianus	extinct
Microsula	extinct
Microsula_pygmaea	extinct
Microvenator	extinct
Microvenator_celer	extinct
Milvago	extinct
Milvago_brodkorbi	extinct
Milvago_chimachima	extinct
Milvoides_kempi	extinct
Milvus	extinct
Minisauripus	extinct
Minisauripus_chuanzhuensis	extinct
Minisauripus_zhenshuonani	extinct
Minmi	extinct
Minmi_paravertebrata	extinct
Miocepphus	extinct
Miocepphus_blowi	extinct
Miocepphus_bohaskai	extinct
Miocepphus_mcclungi	extinct
Miocepphus_mergulellus	extinct
Miocitta_galbreathi	extinct
Miohierax_stocki	extinct
Miomancalla_howardi	extinct
Miomancalla_wetmorei	extinct
Miophasianus	extinct
Miophasianus_medius	extinct
Miorallus	extinct
Miortyx_teres	extinct
Miosula	extinct
Miosula_media	extinct
Miotadorna_sanctibathansi	extinct
Mirafra	extinct
Miragaia_longicollum	extinct
Miraquila_terrestris	extinct
Mirischia_asymmetrica	extinct
Mochlodon_vorosi	extinct
Moho_braccatus	extinct
Mojoceratops	extinct
Molothrus	extinct
Molothrus_ater	extinct
Mongolosaurus_haplodon	extinct
Monoclonius	extinct
Monoclonius_crassus	extinct
Monolophosaurus_jiangi	extinct
Mononykini	extinct
Mononykus	extinct
Mononykus_olecranus	extinct
Montanoceratops_cerorhynchus	extinct
Montanoolithus_strongorum	extinct
Mopsitta_tanta	extinct
Moraesichnium	extinct
Moris_reyana	extinct
Morrosaurus_antarcticus	extinct
Morus	extinct
Morus_atlanticus	extinct
Morus_avitus	extinct
Morus_humeralis	extinct
Morus_lompocanus	extinct
Morus_loxostylus	extinct
Morus_magnus	extinct
Morus_peninsularis	extinct
Morus_peruvianus	extinct
Morus_recentior	extinct
Morus_vagabundus	extinct
Mosaiceratops_azumai	extinct
Motacillinae	extinct
Motmotidae	extinct
Moyenisauropus	extinct
Moyenisauropus_karaszevskii	extinct
Moyenisauropus_levicauda	extinct
Mullerornis	extinct
Murusraptor_barrosaensis	extinct
Musophagidae	extinct
Mussaurus_patagonicus	extinct
Muttaburrasaurus	extinct
Muttaburrasaurus_langdoni	extinct
Muyelensaurus_pecheni	extinct
Mycteria	extinct
Mycteria_milleri	extinct
Mycteria_wetmorei	extinct
Mymoorapelta_maysi	extinct
Mystiornis_cyrili	extinct
Naashoibitosaurus_ostromi	extinct
Namaortyx_sperrgebietensis	extinct
Namapsitta_praeruptorum	extinct
Nambalia_roychowdhurii	extinct
Nanantius	extinct
Nanantius_eos	extinct
Nanhsiungoolithus_chuetienensis	extinct
Nankangia	extinct
Nanningosaurus_dashiensis	extinct
Nannococcyx_psix	extinct
Nannonetta_invisitata	extinct
Nanortyx_inexpectatus	extinct
Nanosaurus	extinct
Nanosaurus_agilis	extinct
Nanotyrannus	extinct
Nanotyrannus_lancensis	extinct
Nanshiungosaurus_bohlini	extinct
Nanshiungosaurus_brevispinus	extinct
Nanuqsaurus_hoglundi	extinct
Nanyangosaurus_zhugeii	extinct
Narambuenatitan_palomoi	extinct
Nasutoceratops_titusi	extinct
Navahopus	extinct
Navahopus_coyoteensis	extinct
Navahopus_falcipollex	extinct
Neanis_schucherti	extinct
Nebulasaurus_taito	extinct
Nedcolbertia_justinhoffmanni	extinct
Neilus_sansomae	extinct
Neimongosaurus	extinct
Neimongosaurus_yangi	extinct
Nelepsittacus_daphneleeae	extinct
Nelepsittacus_donmertoni	extinct
Nelepsittacus_minimus	extinct
Nemegtomaia_barsboldi	extinct
Nemegtosauridae	extinct
Nemegtosaurus	extinct
Nemegtosaurus_mongoliensis	extinct
Neoanomoepus	extinct
Neoanomoepus_perigrinatus	extinct
Neocathartes_grallator	extinct
Neoceratopsia	extinct
Neoceratosauria	extinct
Neochen_barbadiana	extinct
Neococcyx	extinct
Neogaeornis_wetzeli	extinct
Neognathae	extinct
Neophrontops	extinct
Neophrontops_americanus	extinct
Neophrontops_slaughteri	extinct
Neophrontops_vetustus	extinct
Neornithes	extinct
Neosauropoda	extinct
Neotetanurae	extinct
Neotheropoda	extinct
Neovenator	extinct
Neovenator_salerii	extinct
Neovenatoridae	extinct
Nesillas	extinct
Nestor_meridionalis	extinct
Nestor_notabilis	extinct
Nettapus_eyrensis	extinct
Nettion	extinct
Nettion_bunkeri	extinct
Nettion_greeni	extinct
Nettion_ogallalae	extinct
Neuquenornis_volans	extinct
Neuquenraptor_argentinus	extinct
Neuquensaurus	extinct
Neuquensaurus_australis	extinct
Ngexisaurus_dapukaensis	extinct
Nigersaurus_taqueti	extinct
Ningyuansaurus_wangi	extinct
Niobrarasaurus_coleii	extinct
Nipponosaurus_sachalinensis	extinct
Noasauridae	extinct
Noasaurus_leali	extinct
Nodocephalosaurus_kirtlandensis	extinct
Nodosauridae	extinct
Nodosaurus	extinct
Nodosaurus_textilis	extinct
Noguerornis_gonzalezi	extinct
Nomingia	extinct
Nopcsaspondylus_alarconensis	extinct
Normanniasaurus_genceyi	extinct
Nothronychus_graffami	extinct
Nothronychus_mckinleyi	extinct
Nothura	extinct
Notocolossus_gonzalezparejasi	extinct
Notohypsilophodon_comodorensis	extinct
Nqwebasaurus_thwazi	extinct
Nucleornis_insolitus	extinct
Numenius	extinct
Numenius_borealis	extinct
Numenius_tahitiensis	extinct
Numida	extinct
Nuntius_solitarius	extinct
Nupharanassa_bulotorum	extinct
Nupharanassa_tolutaria	extinct
Nuthetes	extinct
Nuthetes_destructor	extinct
Nyasasaurus_parringtoni	extinct
Nyctanassa_violacea	extinct
Nycticorax	extinct
Nycticorax_fidens	extinct
Nyroca	extinct
Oceanites	extinct
Oceanites_zaloscarthmus	extinct
Oceanodroma	extinct
Oceanodroma_castro	extinct
Oceanodroma_homochroa	extinct
Oceanodroma_hubbsi	extinct
Ocyplonessa_shotwelli	extinct
Odontiphorinidae	extinct
Odontophoridae	extinct
Odontopteryx	extinct
Odontopteryx_toliapica	extinct
Ogygoptynx_wetmorei	extinct
Ohmdenosaurus_liasicus	extinct
Ojoceratops_fowleri	extinct
Ojoraptorsaurus_boerei	extinct
Olar_buccinator	extinct
Oligocolius_brevitarsus	extinct
Oligosylphe	extinct
Olorotitan_arharensis	extinct
Omeisaurus	extinct
Omeisaurus_jiaoi	extinct
Omeisaurus_junghsiensis	extinct
Omeisaurus_maoianus	extinct
Omeisaurus_tianfuensis	extinct
Omnivoropteryx_sinousaorum	extinct
Oohkotokia_horneri	extinct
Opisthocoelicaudia_skarzynskii	extinct
Opisthodactylus_patagonicus	extinct
Orcauichnites_garumniensis	extinct
Oreortyx_picta	extinct
Orionides	extinct
Orkoraptor_burkei	extinct
Ornimegalonyx_oteroi	extinct
Ornithischia	extinct
Ornithoides_oshiensis	extinct
Ornitholestes	extinct
Ornitholestes_hermanni	extinct
Ornithomimidae	extinct
Ornithomimipus	extinct
Ornithomimipus_angustus	extinct
Ornithomimipus_jaillardi	extinct
Ornithomimosauria	extinct
Ornithomimus	extinct
Ornithomimus_edmontonicus	extinct
Ornithomimus_velox	extinct
Ornithopoda	extinct
Ornithopodichnites_magna	extinct
Ornithopodichnus	extinct
Ornithopodichnus_masanensis	extinct
Ornithopsis	extinct
Ornithopsis_hulkei	extinct
Ornithopsis_leedsii	extinct
Ornithopus_adamsanus	extinct
Ornithothoraces	extinct
Ornithurae	extinct
Orodromeus	extinct
Orodromeus_makelai	extinct
Orodrominae	extinct
Ortalis	extinct
Ortalis_pollicaris	extinct
Ortalis_tantala	extinct
Oryctodromeus_cubicularis	extinct
Osmakasaurus_depressus	extinct
Ostafrikasaurus_crassiserratus	extinct
Osteodontornis	extinct
Osteodontornis_orri	extinct
Othnielosaurus	extinct
Othnielosaurus_consors	extinct
Otididae	extinct
Otis	extinct
Otogornis_genghisi	extinct
Otouphepus_declivis	extinct
Otozoum	extinct
Otozoum_minus	extinct
Otozoum_moodii	extinct
Otus	extinct
Otus_asio	extinct
Otus_guildayi	extinct
Otus_providentiae	extinct
Ouranosaurus	extinct
Ouranosaurus_nigeriensis	extinct
Ovaloolithidae	extinct
Ovaloolithus	extinct
Ovaloolithus_chinkangkouensis	extinct
Ovaloolithus_laminadermus	extinct
Ovaloolithus_tenuisus	extinct
Ovaloolithus_turpanensis	extinct
Ovaloolithus_utahensis	extinct
Overosaurus_paradasorum	extinct
Oviraptor	extinct
Oviraptor_philoceratops	extinct
Oviraptoridae	extinct
Oviraptorinae	extinct
Oviraptorosauria	extinct
Ovoraptor_djadochtari	extinct
Owenodon	extinct
Owenodon_hoggii	extinct
Oxalaia_quilombensis	extinct
Oxyura_hulberti	extinct
Oxyura_jamaicensis	extinct
Oxyura_zapatanima	extinct
Pachycephalosauria	extinct
Pachycephalosauridae	extinct
Pachycephalosaurus	extinct
Pachycephalosaurus_wyomingensis	extinct
Pachycorioolithus_jinyunensis	extinct
Pachydyptes_ponderosus	extinct
Pachydyptes_simpsoni	extinct
Pachyornis	extinct
Pachyornis_elephantopus	extinct
Pachyptila	extinct
Pachyptila_salax	extinct
Pachyptila_turtur	extinct
Pachyrhinosaurinae	extinct
Pachyrhinosaurus	extinct
Pachyrhinosaurus_canadensis	extinct
Pachyrhinosaurus_lakustai	extinct
Pachyrhinosaurus_perotorum	extinct
Padillasaurus_leivaensis	extinct
Pagophila	extinct
Pakisaurus_balochistani	extinct
Palaeastur_atavus	extinct
Palaeeudyptes	extinct
Palaeeudyptes_antarcticus	extinct
Palaeeudyptes_gunnari	extinct
Palaeeudyptes_klekowskii	extinct
Palaeeudyptes_marplesi	extinct
Palaelodus	extinct
Palaelodus_aotearoa	extinct
Palaeoborus_rosatus	extinct
Palaeochenoides	extinct
Palaeociconia_australis	extinct
Palaeocrex_fax	extinct
Palaeocryptonyx	extinct
Palaeoephippiorhynchus_dietrichi	extinct
Palaeognathae	extinct
Palaeogyps_prodromus	extinct
Palaeonossax_senectus	extinct
Palaeophasianus_meleagroides	extinct
Palaeophoyx_columbiana	extinct
Palaeorallus_troxelli	extinct
Palaeortyx	extinct
Palaeortyx_gallica	extinct
Palaeortyx_intermedia	extinct
Palaeortyx_volans	extinct
Palaeospheniscus	extinct
Palaeospheniscus_affinis	extinct
Palaeospheniscus_bergi	extinct
Palaeospheniscus_bilocular	extinct
Palaeospheniscus_gracilis	extinct
Palaeospheniscus_huxleyorum	extinct
Palaeospheniscus_intermedius	extinct
Palaeospheniscus_interruptus	extinct
Palaeospheniscus_patagonicus	extinct
Palaeospheniscus_planus	extinct
Palaeospheniscus_rothi	extinct
Palaeospheniscus_wimani	extinct
Palaeospiza_bella	extinct
Palaeostruthus_eurius	extinct
Palaeotis_weigelti	extinct
Palaeotodus_itardiensis	extinct
Palaeotringa_littoralis	extinct
Palaeotringa_vagans	extinct
Paleopsilopterus_itaboraiensis	extinct
Paleosula_stocktoni	extinct
Palintropus	extinct
Paludititan_nalatzensis	extinct
Pampadromaeus_barberenai	extinct
Pamparaptor_micros	extinct
Panalcidae	extinct
Panamericansaurus_schroederi	extinct
Pandanaris_convexa	extinct
Pandion	extinct
Pandion_lovensis	extinct
Pandionidae	extinct
Panoplosaurus	extinct
Panoplosaurus_mirus	extinct
Panphagia_protos	extinct
Pansphenisciformes	extinct
Pantydraco_caducus	extinct
Papasula_abbotti	extinct
Parabohaiornis_martini	extinct
Parabrontopodus	extinct
Parabrontopodus_distercii	extinct
Parabrontopodus_mcintoshi	extinct
Paracathartes_howardae	extinct
Parachirotherium_postchirotherioides	extinct
Paracorpulentapus_zhangsanfengi	extinct
Paracrax_gigantea	extinct
Paracrax_wetmorei	extinct
Paractiornis_perpusillus	extinct
Paractitis	extinct
Paracygnopterus	extinct
Paraelongatoolithus_reticulatus	extinct
Parafaveoloolithus	extinct
Parafaveoloolithus_macroporus	extinct
Parafaveoloolithus_microporus	extinct
Parafaveoloolithus_tiansicunensis	extinct
Paragrallator	extinct
Parahesperornis	extinct
Parahesperornis_alexi	extinct
Parahongshanornis_chaoyangensis	extinct
Paralititan_stromeri	extinct
Paranthodon_africanus	extinct
Paranyroca_magna	extinct
Paraortygometra	extinct
Paraortyx	extinct
Paraortyx_lorteti	extinct
Parapavo	extinct
Parapavo_californicus	extinct
Parapengornis_eurycaudatus	extinct
Paraprefica_kelleri	extinct
Paraprefica_major	extinct
Paraprotopteryx_gracilis	extinct
Paraptenodytes_antarcticus	extinct
Paraptenodytes_brodkorbi	extinct
Paraptenodytes_robustus	extinct
Parargornis_messelensis	extinct
Pararhabdodon	extinct
Pararhabdodon_isonensis	extinct
Parasaurolophus	extinct
Parasaurolophus_cyrtocristatus	extinct
Parasaurolophus_tubicen	extinct
Parasaurolophus_walkeri	extinct
Paraspheroolithus	extinct
Paraspheroolithus_irenensis	extinct
Paraves	extinct
Parksosaurus_warreni	extinct
Paronychodon	extinct
Paronychodon_asiaticus	extinct
Parulinae	extinct
Parus	extinct
Parvavis_chuxiongensis	extinct
Parvicursor_remotus	extinct
Parvigrus_pohli	extinct
Parvirallus_gracilis	extinct
Pasquiaornis_hardiei	extinct
Pasquiaornis_tankei	extinct
Passer	extinct
Passerculus_sandwichensis	extinct
Passerella	extinct
Passerella_iliaca	extinct
Passeriformes	extinct
Passerina	extinct
Patagonichnornis_venetiorum	extinct
Patagonykus_puertai	extinct
Patagopteryx_deferrariisi	extinct
Patagornis_marshi	extinct
Patagosaurus	extinct
Patagosaurus_fariasi	extinct
Pavo_muticus	extinct
Pawpawsaurus_campbelli	extinct
Pectinodon	extinct
Pectinodon_bakkeri	extinct
Pediohierax_ramenta	extinct
Pedopenna_daohugouensis	extinct
Pegomastax_africanus	extinct
Pelagodroma	extinct
Pelagodroma_marina	extinct
Pelagornis	extinct
Pelagornis_chilensis	extinct
Pelagornis_longirostris	extinct
Pelagornis_mauretanicus	extinct
Pelagornis_miocaenus	extinct
Pelagornis_sandersi	extinct
Pelagornis_stirtoni	extinct
Pelagornithidae	extinct
Pelecaniformes	extinct
Pelecanimimus_polyodon	extinct
Pelecanoides	extinct
Pelecanoides_cymatotrypetes	extinct
Pelecanoides_miokuaka	extinct
Pelecanoides_urinatrix	extinct
Pelecanus	extinct
Pelecanus_cadimurka	extinct
Pelecanus_erythrorhynchos	extinct
Pelecanus_grandiceps	extinct
Pelecanus_halieus	extinct
Pelecanus_occidentalis	extinct
Pelecanus_odessanus	extinct
Pelecanus_proavus	extinct
Pelecanus_schreiberi	extinct
Pelecanus_sivalensis	extinct
Pelecanus_tirarensis	extinct
Pellegrinisaurus_powelli	extinct
Pellornis_mikkelseni	extinct
Peloroplites_cedrimontanus	extinct
Pelorosaurus	extinct
Pelorosaurus_conybeari	extinct
Penelopognathus_weishampeli	extinct
Pengornis_houi	extinct
Pentaceratops	extinct
Pentaceratops_sternbergii	extinct
Perdicinae	extinct
Perisoreus_canadensis	extinct
Perplexicervix_microcephalon	extinct
Perudyptes_devriesi	extinct
Perugyps_diazi	extinct
Petralca_austriaca	extinct
Petrobrasaurus_puestohernandezi	extinct
Petrochelidon	extinct
Petrochelidon_pyrrhonota	extinct
Petroica	extinct
Petroica_australis	extinct
Phaeornis_obscurus	extinct
Phaethon_aethereus	extinct
Phaethon_lepturus	extinct
Phaethontes	extinct
Phaethusavis_pelagicus	extinct
Phalacrocoracidae	extinct
Phalacrocorax	extinct
Phalacrocorax_auritus	extinct
Phalacrocorax_bougainvillii	extinct
Phalacrocorax_brasilianus	extinct
Phalacrocorax_carbo	extinct
Phalacrocorax_chapalensis	extinct
Phalacrocorax_destefanii	extinct
Phalacrocorax_femoralis	extinct
Phalacrocorax_filyawi	extinct
Phalacrocorax_goletensis	extinct
Phalacrocorax_idahensis	extinct
Phalacrocorax_intermedius	extinct
Phalacrocorax_kennelli	extinct
Phalacrocorax_leptopus	extinct
Phalacrocorax_longipes	extinct
Phalacrocorax_macer	extinct
Phalacrocorax_macropus	extinct
Phalacrocorax_marinavis	extinct
Phalacrocorax_mediterraneus	extinct
Phalacrocorax_mongoliensis	extinct
Phalacrocorax_pelagicus	extinct
Phalacrocorax_penicillatus	extinct
Phalacrocorax_reliquus	extinct
Phalacrocorax_rogersi	extinct
Phalacrocorax_varius	extinct
Phalacrocorax_wetmorei	extinct
Phalaropus	extinct
Phaps_chalcoptera	extinct
Phaps_elegans	extinct
Phasianidae	extinct
Phasmagyps_patritus	extinct
Philesturnus	extinct
Philesturnus_carunculatus	extinct
Philovenator_curriei	extinct
Phocavis_maritimus	extinct
Phoenicopteridae	extinct
Phoenicopterus	extinct
Phoenicopterus_copei	extinct
Phoenicopterus_floridanus	extinct
Phoenicopterus_stocki	extinct
Phorusrhacidae	extinct
Phorusrhacinae	extinct
Phorusrhacos_longissimus	extinct
Phuwiangosaurus	extinct
Phuwiangosaurus_sirindhornae	extinct
Physornis	extinct
Piatnitzkysauridae	extinct
Piatnitzkysaurus_floresi	extinct
Pica	extinct
Pica_mourerae	extinct
Pica_pica	extinct
Pici	extinct
Picidae	extinct
Picoides_villosus	extinct
Picunichnus_benedettoi	extinct
Pikaihao_bartlei	extinct
Pinacosaurus	extinct
Pinacosaurus_grangeri	extinct
Pinacosaurus_mephistocephalus	extinct
Pinguinus_alfrednewtoni	extinct
Pinguinus_impennis	extinct
Pinicola	extinct
Pipilo	extinct
Piranga	extinct
Piranga_olivacea	extinct
Pisanosaurus_mertii	extinct
Piscivoravis_lii	extinct
Pitekunsaurus_macayai	extinct
Piveteausaurus	extinct
Piveteausaurus_divesensis	extinct
Planicoxa_venenica	extinct
Plastisauropus_ingens	extinct
Plataleidae	extinct
Plateosauravus_cullingworthi	extinct
Plateosauria	extinct
Plateosauridae	extinct
Plateosaurus	extinct
Plateosaurus_engelhardti	extinct
Plateosaurus_gracilis	extinct
Plateosaurus_longiceps	extinct
Platyceratops_tatarinovi	extinct
Platycercus	extinct
Platycercus_elegans	extinct
Platydyptes_amiesi	extinct
Platydyptes_marplesi	extinct
Platydyptes_novaezealandiae	extinct
Platypterna	extinct
Platypterna_concamerata	extinct
Platypterna_deanii	extinct
Platypterna_delicatula	extinct
Platypterna_digitigrada	extinct
Platypterna_gracillima	extinct
Platypterna_lockatong	extinct
Platypterna_recta	extinct
Platypterna_tenuis	extinct
Platypterna_varica	extinct
Plectropus_longipes	extinct
Plegadis	extinct
Plegadis_chihi	extinct
Pleistorallus_flemingi	extinct
Plesiocathartes	extinct
Plesiohadros_djadokhtaensis	extinct
Plesiornis	extinct
Plesiornis_pilulatus	extinct
Plesiothornipos_binneyi	extinct
Pliogallus	extinct
Pliogyps_charon	extinct
Pliogyps_fisheri	extinct
Plioperdix_hungarica	extinct
Pliopicus	extinct
Ploceus	extinct
Plotopteridae	extinct
Plotopterum	extinct
Plotopterum_joaquinensis	extinct
Plotornis_graculoides	extinct
Plotus_laticeps	extinct
Pluvialis	extinct
Pluvialis_dominica	extinct
Pluvialis_squatarola	extinct
Pneumatoraptor_fodori	extinct
Podiceps	extinct
Podiceps_arndti	extinct
Podiceps_auritus	extinct
Podiceps_caspicus	extinct
Podiceps_discors	extinct
Podiceps_dixi	extinct
Podiceps_sociatus	extinct
Podiceps_subparvus	extinct
Podicipedidae	extinct
Podilymbus	extinct
Podilymbus_podiceps	extinct
Podokesaurus_holyokensis	extinct
Poekilopleuron_bucklandii	extinct
Polacanthidae	extinct
Polacanthinae	extinct
Polacanthus	extinct
Polacanthus_foxii	extinct
Polacanthus_rudgwickensis	extinct
Polarornis_gregorii	extinct
Polemarchus_gigas	extinct
Polyclonoolithus_yangjiagouensis	extinct
Polyonyx_gomesi	extinct
Porituberoolithus	extinct
Porituberoolithus_warnerensis	extinct
Porphyrio	extinct
Porphyrula	extinct
Porzana	extinct
Porzana_astrictocarpus	extinct
Porzana_auffenbergi	extinct
Porzana_keplerorum	extinct
Porzana_lacustris	extinct
Porzana_menehune	extinct
Porzana_porzana	extinct
Porzana_ralphorum	extinct
Porzana_severnsi	extinct
Porzana_ziegleri	extinct
Potamornis_skutchi	extinct
Pradhania_gracilis	extinct
Prenocephale	extinct
Prenocephale_prenes	extinct
Prenoceratops	extinct
Prenoceratops_pieganensis	extinct
Preprismatoolithus_coloradensis	extinct
Presbychen_abavus	extinct
Presbyornis	extinct
Presbyornis_isoni	extinct
Presbyornis_mongoliensis	extinct
Presbyornis_pervetus	extinct
Presbyornis_recurvirostrus	extinct
Presbyornithidae	extinct
Primapus_lacki	extinct
Primobucco_frugilegus	extinct
Primobucco_kistneri	extinct
Primobucco_mcgrewi	extinct
Primobucco_perneri	extinct
Primocolius_sigei	extinct
Primotrogon	extinct
Primotrogon_pumilio	extinct
Primotrogon_wintersteini	extinct
Prismatoolithidae	extinct
Prismatoolithus	extinct
Prismatoolithus_caboti	extinct
Prismatoolithus_gebiensis	extinct
Prismatoolithus_heyuanensis	extinct
Prismatoolithus_hirschi	extinct
Prismatoolithus_hukouensis	extinct
Prismatoolithus_jenseni	extinct
Prismatoolithus_levis	extinct
Prismatoolithus_matellensis	extinct
Prismatoolithus_tenuis	extinct
Proa_valdearinnoensis	extinct
Proapteryx_micromeros	extinct
Proardeola_walkeri	extinct
Probactrosaurus_gobiensis	extinct
Probalearica_crataegensis	extinct
Procellaria	extinct
Procellaria_aequinoctialis	extinct
Procellaria_parkinsoni	extinct
Procellariidae	extinct
Procellariiformes	extinct
Proceratosaurus_bradleyi	extinct
Procompsognathus_triassicus	extinct
Procrax_brevipes	extinct
Progura	extinct
Promilio_brodkorbi	extinct
Promilio_efferus	extinct
Promilio_epileus	extinct
Promilio_floridanus	extinct
Proornis_coreae	extinct
Propanoplosaurus_marylandicus	extinct
Propelargus_olseni	extinct
Prophaethon	extinct
Prophaethontidae	extinct
Prophalacrocorax_ronzoni	extinct
Proplanicoxa_galtoni	extinct
Prosaurolophus	extinct
Prosaurolophus_blackfeetensis	extinct
Prosaurolophus_maximus	extinct
Prosauropoda	extinct
Prosthemadera_novaeseelandiae	extinct
Prosybris_antiqua	extinct
Protarchaeopteryx_robusta	extinct
Protibis	extinct
Protoavis_texensis	extinct
Protoceratops	extinct
Protoceratops_andrewsi	extinct
Protoceratops_hellenikorhinus	extinct
Protoceratopsidae	extinct
Protoceratopsidovum	extinct
Protoceratopsidovum_fluxuosum	extinct
Protoceratopsidovum_minimum	extinct
Protoceratopsidovum_sincerum	extinct
Protocitta_ajax	extinct
Protocitta_dixi	extinct
Protocypselomorphus_manfredkelleri	extinct
Protohadros_byrdi	extinct
Protomelanitta_bakeri	extinct
