"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"1167503","occ","","","150275","Zhouornis hani","species","277340","Aptian","","125","113","48071"
"1167525","occ","","","51891","Ornithomimidae","family","38539","Campanian","Maastrichtian","83.6","66","48078"
"1168205","occ","","","150351","Unenlagiidae","family","264137","Turonian","Santonian","93.9","83.6","48101"
"1168342","occ","","","150366","Bolong yixianensis","species","173566","Early Cretaceous","","145","100.5","48107"
"1168343","occ","","","137591","Piscivoravis lii","species","277543","Aptian","","125","113","48108"
"1168354","occ","","","150367","Euhadrosauria","unranked clade","68197","Late Maastrichtian","","70.6","66","48109"
"1168383","occ","","IF","150375","Barrosopus slobodai","species","277624","Early Campanian","Middle Campanian","83.5","70.6","48114"
"1168384","occ","","I","150375","Aquatilavipes","genus","57430","Early Campanian","Middle Campanian","83.5","70.6","48114"
"1168385","occ","32308","","150376","Theropoda","unranked clade","38513","Callovian","","166.1","163.5","48114"
"1168386","occ","","I","31307","Grallator (Anchisauripus) minusculus","species","67386","Hettangian","","201.3","199.3","8442"
"1168387","occ","","IF","31308","Dilophosauripus williamsi","species","231459","Hettangian","","201.3","199.3","8442"
"1168388","occ","","","31308","Dinosauria","unranked clade","52775","Hettangian","","201.3","199.3","8442"
"1169919","occ","","","13305","Ornithothoraces","unranked clade","64115","Santonian","","86.3","83.6","48178"
"1170027","occ","","","150678","Titanosauridae","family","38680","Cenomanian","","100.5","93.9","39507"
"1170033","occ","","","150700","Cetiosaurus","genus","38657","Early Bathonian","","167.7","164.7","48179"
"1170329","occ","","","133004","Struthiomimus altus","species","57268","Campanian","","83.6","72.1","25127"
"1170334","occ","","","150749","Struthiomimus altus","species","57268","Campanian","","83.6","72.1","25127"
"1170377","occ","","","52477","Ankylosauridae","family","38831","Middle Campanian","Late Campanian","83.5","70.6","25127"
"1170976","occ","","","150883","Claosaurus","genus","38759","Maastrichtian","","72.1","66","48207"
"1170977","occ","","","150883","Ceratopsidae","family","38851","Maastrichtian","","72.1","66","48207"
"1170978","occ","","","150883","Dryptosaurus","genus","38605","Maastrichtian","","72.1","66","48207"
"1170981","occ","","","150884","Kritosaurus","genus","53195","Late Campanian","","83.5","70.6","12319"
"1170982","occ","","","150885","Hadrosauridae","family","38755","Campanian","","83.6","72.1","12319"
"1170983","occ","","","62535","Kritosaurus","genus","53195","Late Campanian","","83.5","70.6","12319"
"1170985","occ","","","150887","Hadrosauridae","family","38755","Late Cretaceous","","100.5","66","12319"
"1170986","occ","","","150889","Hadrosauridae","family","38755","Maastrichtian","","72.1","66","12319"
"1170989","occ","29162","","150890","Hadrosauridae","family","38755","Maastrichtian","","72.1","66","12319"
"1170990","occ","29161","","150891","Hadrosauridae","family","38755","Maastrichtian","","72.1","66","12319"
"1170991","occ","29160","","150892","Hadrosauridae","family","38755","Maastrichtian","","72.1","66","12319"
"1170992","occ","29159","","150893","Hadrosauridae","family","38755","Maastrichtian","","72.1","66","12319"
"1170993","occ","29158","","150894","Hadrosauridae","family","38755","Maastrichtian","","72.1","66","12319"
"1171001","occ","","","150893","Ceratopsia","unranked clade","38842","Maastrichtian","","72.1","66","48210"
"1171003","occ","","","150893","Triceratops","genus","38862","Maastrichtian","","72.1","66","48210"
"1171004","occ","","","150892","Triceratops","genus","38862","Maastrichtian","","72.1","66","48210"
"1171013","occ","","","150890","Triceratops","genus","38862","Maastrichtian","","72.1","66","48210"
"1171014","occ","","","150895","Ornithomimus","genus","38544","Maastrichtian","","72.1","66","48210"
"1171016","occ","","","48551","Ornithomimus","genus","38544","Maastrichtian","","72.1","66","48210"
"1171019","occ","","","150896","Hadrosauridae","family","38755","Campanian","","83.6","72.1","12319"
"1171020","occ","","","49016","Edmontosaurus","genus","38761","Maastrichtian","","72.1","66","12319"
"1171168","occ","","","52089","Hadrosauridae","family","38755","Maastrichtian","","72.1","66","48217"
"1171169","occ","","","150931","Ceratopsia","unranked clade","38842","Maastrichtian","","72.1","66","48217"
"1171178","occ","","","150932","Ceratopsia","unranked clade","38842","Maastrichtian","","72.1","66","48217"
"1171179","occ","","","150933","Edmontosaurus annectens","species","54239","Maastrichtian","","72.1","66","12319"
"1171200","occ","31430","","52686","Triceratops horridus","species","63766","Maastrichtian","","72.1","66","55599"
"1171238","occ","","","14565","Paronychodon","genus","38565","Lancian","","70.6","66","14177"
"1171267","occ","","","14586","Paronychodon","genus","38565","Lancian","","70.6","66","14177"
"1171317","occ","","","14601","Triceratops","genus","38862","Lancian","","70.6","66","803"
"1171574","occ","","","45878","Edmontosaurus annectens","species","54239","Maastrichtian","","72.1","66","12319"
"1171606","occ","","","150976","Edmontosaurus","genus","38761","Maastrichtian","","72.1","66","12319"
"1171607","occ","","","52695","Edmontosaurus","genus","38761","Maastrichtian","","72.1","66","12319"
"1171609","occ","","","11931","Edmontosaurus","genus","38761","Maastrichtian","","72.1","66","12319"
"1171638","occ","","","131865","Edmontosaurus","genus","38761","Late Maastrichtian","","70.6","66","12319"
"1171639","occ","","","57142","Hadrosauridae","family","38755","Campanian","","83.6","72.1","12319"
"1171640","occ","","","150977","Hadrosauridae","family","38755","Campanian","","83.6","72.1","12319"
"1171642","occ","","","150978","Corythosaurus casuarius","species","56403","Campanian","","83.6","72.1","12319"
"1171643","occ","","","52469","Hadrosauridae","family","38755","Early Maastrichtian","","70.6","66","12319"
"1171644","occ","","","150979","Hadrosauridae","family","38755","Late Campanian","Maastrichtian","83.5","66","12319"
"1171645","occ","","","150980","Hadrosauridae","family","38755","Late Campanian","Maastrichtian","83.5","66","12319"
"1171646","occ","","","11899","Saurolophus osborni","species","53386","Early Maastrichtian","","70.6","66","12319"
"1171647","occ","","","51966","Saurolophus","genus","38768","Early Maastrichtian","","70.6","66","12319"
"1172079","occ","","","117986","Xianshanosaurus shijiagouensis","species","202273","Cenomanian","Turonian","100.5","89.8","37927"
"1173125","occ","","","150594","Pelagornis","genus","39666","Late Oligocene","Early Miocene","28.4","15.97","40886"
"1174049","occ","","","151416","Tyrannosaurinae","subfamily","65352","Judithian","","83.5","70.6","48379"
"1174978","occ","","","137600","Ankylosauridae","family","38831","Late Santonian","","85.8","83.5","48407"
"1177107","occ","","","151677","Normanniasaurus genceyi","species","280185","Early Albian","Middle Albian","112.03","105.3","48471"
"1178720","occ","","","62293","Changmaornis houi","species","280542","Aptian","","125","113","48528"
"1178721","occ","","","62293","Yumenornis huangi","species","280544","Aptian","","125","113","48528"
"1178758","occ","","","52582","Haematopus","genus","39586","Zanclean","","5.333","3.6","52582"
"1179330","occ","","","68464","Dromaeosauridae","family","38561","Valanginian","Late Barremian","139.8","125.45","48562"
"1179331","occ","","","89283","Dromaeosauridae","family","38561","Late Barremian","Aptian","130","113","48562"
"1179332","occ","31371","","89283","Baryonychinae","subfamily","58892","Late Barremian","Aptian","130","113","55500"
"1179333","occ","","","50291","Coelurosauria","suborder","53940","Late Hauterivian","Early Barremian","136.4","125.45","48562"
"1179334","occ","31374","","131492","Baryonychinae","subfamily","58892","Hauterivian","Barremian","132.9","125","55500"
"1179335","occ","","","89274","Theropoda","unranked clade","38513","Late Berriasian","Aptian","145","113","48562"
"1179336","occ","","","151948","Theropoda","unranked clade","38513","Hauterivian","Barremian","132.9","125","48562"
"1179352","occ","","","151952","Yunganglong datongensis","species","280676","Cenomanian","Santonian","100.5","83.6","48567"
"1179394","occ","","","14526","Tyrannosaurus rex","species","54833","Lancian","","70.6","66","48569"
"1179397","occ","","","68008","Saurornitholestinae","subfamily","143992","Early Maastrichtian","","70.6","66","48570"
"1179406","occ","","","14489","Leptorhynchos gaddisi","species","266220","Judithian","","83.5","70.6","46506"
"1179407","occ","","","14489","Ornithomimus","genus","38544","Judithian","","83.5","70.6","46506"
"1179408","occ","","","14489","Struthiomimus","genus","38545","Judithian","","83.5","70.6","46506"
"1179409","occ","","","22709","Chirostenotes","genus","38555","Late Campanian","","83.5","70.6","46506"
"1180211","occ","","","152061","Aves","class","36616","Huayquerian","","9","6.8","48756"
"1180255","occ","","","152062","Dendrocygna","genus","83736","Montehermosan","","6.8","4","48757"
"1180256","occ","","","152062","Chunga","genus","39457","Montehermosan","","6.8","4","48757"
"1180290","occ","","","152064","Chunga","genus","39457","Montehermosan","","6.8","4","48757"
"1180413","occ","","","152081","Aves","class","36616","Early Pliocene","","5.333","3.6","48790"
"1180414","occ","","","152081","Dendrocygninae","subfamily","208974","Early Pliocene","","5.333","3.6","48790"
"1180415","occ","","","152081","Eudromia","genus","39269","Early Pliocene","","5.333","3.6","48790"
"1180416","occ","","","152081","Mesembriornis milneedwardsi","species","146059","Early Pliocene","","5.333","3.6","48790"
"1180417","occ","","","152081","Chunga","genus","39457","Early Pliocene","","5.333","3.6","48790"
"1180433","occ","","","106277","Ornithomimus","genus","38544","Campanian","","83.6","72.1","35425"
"1180434","occ","30801","","106277","Gorgosaurus","genus","53193","Campanian","","83.6","72.1","48791"
"1180435","occ","","","106277","Hadrosaurus","genus","38762","Campanian","","83.6","72.1","35425"
"1180504","occ","","","152085","Aves","class","36616","Early Pliocene","","5.333","3.6","48790"
"1180505","occ","","","152085","Eudromia","genus","39269","Early Pliocene","","5.333","3.6","48790"
"1180506","occ","","","152085","Mesembriornis milneedwardsi","species","146059","Early Pliocene","","5.333","3.6","48790"
"1180539","occ","","","152086","Aves","class","36616","Early Pliocene","","5.333","3.6","48790"
"1180564","occ","","","152088","Aves","class","36616","Early Pliocene","","5.333","3.6","48790"
"1181305","occ","","","152194","Teratornis merriami","species","137170","Rancholabrean","","0.3","0.012","48908"
"1181524","occ","","","152238","Anchigyps voorhiesi","species","282758","Clarendonian","","13.6","10.3","48930"
"1181559","occ","29314","","14585","Saurornitholestinae","subfamily","143992","Late Maastrichtian","","70.6","66","48570"
"1181607","occ","","","152253","Katepensaurus goicoecheai","species","282474","Cenomanian","Turonian","100.5","89.8","48949"
"1181608","occ","","","152253","Abelisauridae","family","53942","Cenomanian","Turonian","100.5","89.8","48950"
"1181613","occ","","F","14549","Richardoestesia gilmorei","species","58874","Lancian","","70.6","66","48570"
"1181614","occ","","F","137798","Richardoestesia isosceles","species","58875","Maastrichtian","","72.1","66","48570"
"1181615","occ","","","14549","Saurornitholestinae","subfamily","143992","Lancian","","70.6","66","48570"
"1181616","occ","","","14548","Saurornitholestinae","subfamily","143992","Lancian","","70.6","66","48570"
"1181617","occ","","F","14536","Richardoestesia gilmorei","species","58874","Lancian","","70.6","66","48570"
"1181625","occ","","F","45819","Richardoestesia isosceles","species","58875","Campanian","","83.6","72.1","48570"
"1181626","occ","","F","53049","Richardoestesia isosceles","species","58875","Late Campanian","","83.5","70.6","48570"
"1181627","occ","","","53050","Saurornitholestes langstoni","species","54556","Late Campanian","","83.5","70.6","48570"
"1181628","occ","","","53049","Saurornitholestes langstoni","species","54556","Late Campanian","","83.5","70.6","48570"
"1181629","occ","30885","","152258","Saurornitholestes langstoni","species","54556","Middle Campanian","Late Campanian","83.5","70.6","48570"
"1181630","occ","","","152259","Saurornitholestes langstoni","species","54556","Middle Campanian","Late Campanian","83.5","70.6","48570"
"1181701","occ","","","53050","Dromaeosaurus albertensis","species","54550","Late Campanian","","83.5","70.6","48570"
"1181702","occ","","","152268","Dromaeosaurinae","subfamily","54552","Late Campanian","Early Maastrichtian","83.5","66","48570"
"1181723","occ","","","24894","Troodon formosus","species","54818","Late Campanian","","83.5","70.6","48570"
"1181724","occ","","","76030","Troodon formosus","species","54818","Late Campanian","","83.5","70.6","48570"
"1181725","occ","","","53050","Troodon formosus","species","54818","Late Campanian","","83.5","70.6","48570"
"1181726","occ","","","152270","Troodon","genus","38572","Late Campanian","Early Maastrichtian","83.5","66","48570"
"1181727","occ","","","96455","Troodon","genus","38572","Early Maastrichtian","","70.6","66","48570"
"1181728","occ","","","152271","Troodon","genus","38572","Late Campanian","Early Maastrichtian","83.5","66","48570"
"1181729","occ","","","144539","Troodon","genus","38572","Late Campanian","Early Maastrichtian","83.5","66","48570"
"1181730","occ","","","152272","Troodon","genus","38572","Late Campanian","Early Maastrichtian","83.5","66","48570"
"1181731","occ","","","34744","Troodon","genus","38572","Early Maastrichtian","","70.6","66","48570"
"1181760","occ","30143","F","45566","Richardoestesia isosceles","species","58875","Middle Campanian","","83.5","70.6","48570"
"1181761","occ","","F","52991","Richardoestesia isosceles","species","58875","Late Campanian","","83.5","70.6","48570"
"1181762","occ","","F","76030","Richardoestesia isosceles","species","58875","Late Campanian","","83.5","70.6","48570"
