"Pseudaptenodytes,"Pseudaptenodytes macraei",6.2895,6.2895
"Mercuriceratops,"Mercuriceratops gemini",77.05,77.05
"Lufengosaurus,"Lufengosaurus huenei",187.7,200.3
"Ngexisaurus,"Ngexisaurus dapukaensis",168.8,168.8
"Irenesauripus,"Irenesauripus acutus",101.25,145.95
"Dapingfangornis","Dapingfangornis",119.0,119.0
"Ovaloolithus,"Ovaloolithus tenuisus",69.05,69.05
"Equijubus,"Equijubus normani",121.2,121.2
"Psilopterus,"Psilopterus lemoinei",13.789000000000001,19.5
"Erolia,"Erolia minutilla",0.06885,0.06885
"Avisaurus,"Avisaurus archibaldi",68.3,68.3
"Vermivora,"Vermivora celata",3.35,3.35
"Bubo,"Bubo insularis",0.06885,0.4535
"Rallus,"Rallus recessus",0.06885,0.06885
"Presbyornis,"Presbyornis mongoliensis",52.2,57.25
"Glaucionetta","Glaucionetta",1.29985,1.29985
"Palaeospheniscus,"Palaeospheniscus interruptus",18.205000000000002,18.205000000000002
"Eosauropus","Eosauropus",214.65,218.25
"Phalacrocorax,"Phalacrocorax brasilianus",0.3965,0.3965
"Parvigrus,"Parvigrus pohli",31.15,31.15
"Plesiothornipos,"Plesiothornipos binneyi",219.15,219.15
"Coeluroidea","Coeluroidea",84.65,84.65
"Archaeornithipus,"Archaeornithipus meijidei",132.0,132.0
"Hualianceratops,"Hualianceratops wucaiwanensis",160.4,160.4
"Thalassarche","Thalassarche",13.789000000000001,13.789000000000001
"Kairuku","Kairuku",26.25,36.6
"Kinnareemimus,"Kinnareemimus khonkaenensis",121.2,121.2
"Siamotyrannus,"Siamotyrannus isanensis",121.2,121.2
"Colymbus,"Colymbus portisi",2.6723500000000002,2.6723500000000002
